id,Geographic Area Name,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Percent!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans,Percent!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,county_name,state
0500000US09009,"New Haven County, Connecticut",35.0,5.6,77.8,47.9,New Haven County, Connecticut
0500000US09011,"New London County, Connecticut",33.3,10.5,86.4,43.9,New London County, Connecticut
0500000US09013,"Tolland County, Connecticut",41.8,6.9,89.3,46.0,Tolland County, Connecticut
0500000US09015,"Windham County, Connecticut",24.3,8.5,87.7,54.0,Windham County, Connecticut
0500000US10001,"Kent County, Delaware",23.7,12.8,89.7,47.9,Kent County, Delaware
0500000US10003,"New Castle County, Delaware",36.2,6.9,84.9,51.7,New Castle County, Delaware
0500000US10005,"Sussex County, Delaware",28.3,10.1,89.0,56.3,Sussex County, Delaware
0500000US11001,"District of Columbia, District of Columbia",58.5,4.6,82.8,55.9,District of Columbia, District of Columbia
0500000US12001,"Alachua County, Florida",43.3,7.0,85.8,51.7,Alachua County, Florida
0500000US12003,"Baker County, Florida",13.2,9.6,95.3,39.5,Baker County, Florida
0500000US12005,"Bay County, Florida",23.7,15.1,92.6,48.2,Bay County, Florida
0500000US12007,"Bradford County, Florida",9.9,10.1,95.7,39.7,Bradford County, Florida
0500000US12009,"Brevard County, Florida",30.2,13.7,89.4,35.7,Brevard County, Florida
0500000US12011,"Broward County, Florida",32.4,4.9,58.7,40.5,Broward County, Florida
0500000US12013,"Calhoun County, Florida",9.5,9.2,93.7,49.7,Calhoun County, Florida
0500000US12015,"Charlotte County, Florida",23.4,14.3,89.8,39.4,Charlotte County, Florida
0500000US12017,"Citrus County, Florida",18.3,15.5,93.6,35.3,Citrus County, Florida
0500000US12019,"Clay County, Florida",24.9,16.5,89.0,33.8,Clay County, Florida
0500000US12021,"Collier County, Florida",36.4,8.9,66.3,54.3,Collier County, Florida
0500000US12023,"Columbia County, Florida",14.9,13.0,93.2,53.1,Columbia County, Florida
0500000US12027,"DeSoto County, Florida",11.5,7.4,71.0,69.5,DeSoto County, Florida
0500000US12029,"Dixie County, Florida",10.4,14.3,95.8,47.1,Dixie County, Florida
0500000US12031,"Duval County, Florida",30.0,11.6,85.4,44.2,Duval County, Florida
0500000US12033,"Escambia County, Florida",26.5,14.1,93.0,46.6,Escambia County, Florida
0500000US12035,"Flagler County, Florida",25.1,11.9,85.0,29.9,Flagler County, Florida
0500000US12037,"Franklin County, Florida",18.8,10.1,93.9,51.3,Franklin County, Florida
0500000US12039,"Gadsden County, Florida",16.2,9.3,89.1,67.6,Gadsden County, Florida
0500000US12041,"Gilchrist County, Florida",13.4,10.5,95.0,64.0,Gilchrist County, Florida
0500000US12043,"Glades County, Florida",11.2,13.1,78.0,65.0,Glades County, Florida
0500000US12045,"Gulf County, Florida",19.2,11.7,93.2,59.4,Gulf County, Florida
0500000US12047,"Hamilton County, Florida",7.9,8.3,89.9,76.7,Hamilton County, Florida
0500000US12049,"Hardee County, Florida",10.2,6.0,62.3,62.6,Hardee County, Florida
0500000US12051,"Hendry County, Florida",8.3,5.2,51.2,66.8,Hendry County, Florida
0500000US12053,"Hernando County, Florida",18.4,12.5,88.8,29.0,Hernando County, Florida
0500000US12055,"Highlands County, Florida",17.2,12.3,81.0,54.6,Highlands County, Florida
0500000US12057,"Hillsborough County, Florida",33.5,8.4,70.4,50.1,Hillsborough County, Florida
0500000US12059,"Holmes County, Florida",10.7,10.7,95.9,74.2,Holmes County, Florida
0500000US12061,"Indian River County, Florida",29.1,11.9,86.7,51.5,Indian River County, Florida
0500000US12063,"Jackson County, Florida",12.6,10.2,94.0,65.7,Jackson County, Florida
0500000US12065,"Jefferson County, Florida",22.3,10.2,92.5,72.0,Jefferson County, Florida
0500000US12067,"Lafayette County, Florida",11.8,9.6,78.9,56.4,Lafayette County, Florida
0500000US12069,"Lake County, Florida",24.0,11.8,85.6,40.9,Lake County, Florida
0500000US12071,"Lee County, Florida",28.2,9.5,77.1,50.8,Lee County, Florida
0500000US12073,"Leon County, Florida",46.2,6.3,90.0,49.2,Leon County, Florida
0500000US12075,"Levy County, Florida",12.2,14.4,92.8,55.5,Levy County, Florida
0500000US12077,"Liberty County, Florida",14.4,7.9,95.4,41.1,Liberty County, Florida
0500000US12079,"Madison County, Florida",14.0,7.8,92.7,64.0,Madison County, Florida
0500000US12081,"Manatee County, Florida",29.8,10.3,82.3,54.6,Manatee County, Florida
0500000US12083,"Marion County, Florida",20.1,12.6,87.7,36.1,Marion County, Florida
0500000US12085,"Martin County, Florida",34.1,11.0,86.6,47.3,Martin County, Florida
0500000US12086,"Miami-Dade County, Florida",29.8,2.2,25.1,42.2,Miami-Dade County, Florida
0500000US12087,"Monroe County, Florida",34.4,10.3,77.6,50.0,Monroe County, Florida
0500000US12089,"Nassau County, Florida",29.6,13.2,93.9,38.7,Nassau County, Florida
0500000US12091,"Okaloosa County, Florida",31.1,22.0,88.1,43.5,Okaloosa County, Florida
0500000US12093,"Okeechobee County, Florida",11.3,9.8,77.3,67.1,Okeechobee County, Florida
0500000US12095,"Orange County, Florida",34.6,6.0,63.1,48.4,Orange County, Florida
0500000US12097,"Osceola County, Florida",21.8,6.4,48.7,48.0,Osceola County, Florida
0500000US12099,"Palm Beach County, Florida",36.7,6.8,67.9,46.1,Palm Beach County, Florida
0500000US12101,"Pasco County, Florida",24.0,11.1,85.6,40.4,Pasco County, Florida
0500000US12103,"Pinellas County, Florida",31.7,10.4,85.6,40.6,Pinellas County, Florida
0500000US12105,"Polk County, Florida",20.2,9.1,77.7,52.5,Polk County, Florida
0500000US12107,"Putnam County, Florida",12.3,12.2,90.8,64.5,Putnam County, Florida
0500000US12109,"St. Johns County, Florida",44.7,10.8,91.5,33.1,St. Johns County, Florida
0500000US12111,"St. Lucie County, Florida",21.6,9.8,76.6,42.0,St. Lucie County, Florida
0500000US12113,"Santa Rosa County, Florida",27.7,18.3,93.8,36.3,Santa Rosa County, Florida
0500000US12115,"Sarasota County, Florida",35.4,11.6,87.1,42.4,Sarasota County, Florida
0500000US12117,"Seminole County, Florida",39.6,7.6,76.6,38.9,Seminole County, Florida
0500000US12119,"Sumter County, Florida",31.8,16.8,92.9,36.4,Sumter County, Florida
0500000US12121,"Suwannee County, Florida",15.5,12.2,91.1,66.7,Suwannee County, Florida
0500000US12123,"Taylor County, Florida",8.3,8.0,91.3,45.9,Taylor County, Florida
0500000US12125,"Union County, Florida",9.2,12.7,94.4,65.9,Union County, Florida
0500000US12127,"Volusia County, Florida",23.7,11.4,86.1,37.7,Volusia County, Florida
0500000US12129,"Wakulla County, Florida",18.3,11.0,94.1,49.9,Wakulla County, Florida
0500000US12131,"Walton County, Florida",28.5,12.3,91.6,42.5,Walton County, Florida
0500000US12133,"Washington County, Florida",12.5,9.6,94.7,60.1,Washington County, Florida
0500000US13001,"Appling County, Georgia",9.8,6.5,89.4,65.2,Appling County, Georgia
0500000US13003,"Atkinson County, Georgia",12.2,5.3,78.2,81.5,Atkinson County, Georgia
0500000US13005,"Bacon County, Georgia",10.5,7.0,92.9,80.4,Bacon County, Georgia
0500000US13007,"Baker County, Georgia",12.9,7.6,92.3,63.3,Baker County, Georgia
0500000US13009,"Baldwin County, Georgia",23.3,6.8,95.8,59.8,Baldwin County, Georgia
0500000US13011,"Banks County, Georgia",13.4,8.4,93.4,74.1,Banks County, Georgia
0500000US13013,"Barrow County, Georgia",19.0,7.1,86.9,51.1,Barrow County, Georgia
0500000US13015,"Bartow County, Georgia",18.6,7.8,91.0,66.5,Bartow County, Georgia
0500000US13017,"Ben Hill County, Georgia",11.2,6.5,94.5,69.9,Ben Hill County, Georgia
0500000US13019,"Berrien County, Georgia",11.4,6.3,94.0,75.5,Berrien County, Georgia
0500000US13021,"Bibb County, Georgia",25.4,8.1,94.6,46.6,Bibb County, Georgia
0500000US13023,"Bleckley County, Georgia",18.7,7.4,98.0,42.4,Bleckley County, Georgia
0500000US13025,"Brantley County, Georgia",8.9,6.4,96.6,57.9,Brantley County, Georgia
0500000US13027,"Brooks County, Georgia",17.8,9.2,96.4,77.7,Brooks County, Georgia
0500000US13029,"Bryan County, Georgia",33.1,13.9,91.4,44.5,Bryan County, Georgia
0500000US13031,"Bulloch County, Georgia",27.0,6.6,94.9,64.0,Bulloch County, Georgia
0500000US13033,"Burke County, Georgia",13.2,9.0,96.8,58.1,Burke County, Georgia
0500000US13035,"Butts County, Georgia",12.2,7.4,95.6,62.1,Butts County, Georgia
0500000US13037,"Calhoun County, Georgia",9.1,6.2,92.3,78.9,Calhoun County, Georgia
0500000US13039,"Camden County, Georgia",23.9,16.1,94.0,48.8,Camden County, Georgia
0500000US13043,"Candler County, Georgia",13.0,7.7,90.9,92.8,Candler County, Georgia
0500000US13045,"Carroll County, Georgia",21.1,6.7,93.0,70.3,Carroll County, Georgia
0500000US13047,"Catoosa County, Georgia",21.4,8.4,96.1,52.2,Catoosa County, Georgia
0500000US13049,"Charlton County, Georgia",8.8,9.4,89.9,95.0,Charlton County, Georgia
0500000US13051,"Chatham County, Georgia",33.6,10.3,89.6,57.4,Chatham County, Georgia
0500000US13053,"Chattahoochee County, Georgia",29.5,18.8,86.0,41.2,Chattahoochee County, Georgia
0500000US13055,"Chattooga County, Georgia",8.9,7.0,95.3,90.7,Chattooga County, Georgia
0500000US13057,"Cherokee County, Georgia",38.2,7.5,87.9,56.2,Cherokee County, Georgia
0500000US13059,"Clarke County, Georgia",44.0,4.4,84.8,69.4,Clarke County, Georgia
0500000US13061,"Clay County, Georgia",12.5,8.6,97.1,41.1,Clay County, Georgia
0500000US13063,"Clayton County, Georgia",19.5,7.9,80.8,53.7,Clayton County, Georgia
0500000US13065,"Clinch County, Georgia",10.0,4.4,96.7,73.6,Clinch County, Georgia
0500000US13067,"Cobb County, Georgia",47.4,7.2,79.1,54.1,Cobb County, Georgia
0500000US13069,"Coffee County, Georgia",13.0,6.3,87.8,64.9,Coffee County, Georgia
0500000US13071,"Colquitt County, Georgia",12.8,7.2,82.1,78.3,Colquitt County, Georgia
0500000US13073,"Columbia County, Georgia",36.4,16.0,90.5,46.3,Columbia County, Georgia
0500000US13075,"Cook County, Georgia",13.5,8.0,95.3,78.2,Cook County, Georgia
0500000US13077,"Coweta County, Georgia",30.3,9.4,91.8,53.0,Coweta County, Georgia
0500000US13079,"Crawford County, Georgia",10.5,9.4,98.4,23.9,Crawford County, Georgia
0500000US13081,"Crisp County, Georgia",14.1,6.3,95.6,77.1,Crisp County, Georgia
0500000US13083,"Dade County, Georgia",15.2,6.9,96.7,46.0,Dade County, Georgia
0500000US13085,"Dawson County, Georgia",30.6,7.4,95.0,39.3,Dawson County, Georgia
0500000US13087,"Decatur County, Georgia",13.8,6.3,96.7,72.1,Decatur County, Georgia
0500000US13089,"DeKalb County, Georgia",44.2,6.3,81.1,58.0,DeKalb County, Georgia
0500000US13091,"Dodge County, Georgia",14.3,7.6,96.8,74.3,Dodge County, Georgia
0500000US13093,"Dooly County, Georgia",12.1,7.0,94.1,66.3,Dooly County, Georgia
0500000US13095,"Dougherty County, Georgia",21.4,8.5,96.2,63.4,Dougherty County, Georgia
0500000US13097,"Douglas County, Georgia",28.2,9.0,87.8,48.1,Douglas County, Georgia
0500000US13099,"Early County, Georgia",15.1,6.4,99.2,30.8,Early County, Georgia
0500000US13101,"Echols County, Georgia",9.7,3.5,78.9,54.7,Echols County, Georgia
0500000US13103,"Effingham County, Georgia",20.0,11.3,95.3,51.7,Effingham County, Georgia
0500000US13105,"Elbert County, Georgia",11.6,9.3,94.6,60.9,Elbert County, Georgia
0500000US13107,"Emanuel County, Georgia",13.0,7.0,95.4,82.4,Emanuel County, Georgia
0500000US13109,"Evans County, Georgia",15.8,9.3,88.0,74.5,Evans County, Georgia
0500000US13111,"Fannin County, Georgia",21.8,10.2,97.2,43.9,Fannin County, Georgia
0500000US13113,"Fayette County, Georgia",46.2,12.2,87.5,45.1,Fayette County, Georgia
0500000US13115,"Floyd County, Georgia",20.9,8.4,89.7,69.1,Floyd County, Georgia
0500000US13117,"Forsyth County, Georgia",53.1,6.2,77.5,56.2,Forsyth County, Georgia
0500000US13119,"Franklin County, Georgia",15.9,5.9,93.8,68.6,Franklin County, Georgia
0500000US13121,"Fulton County, Georgia",52.9,5.3,84.0,58.0,Fulton County, Georgia
0500000US13123,"Gilmer County, Georgia",20.4,10.5,89.7,74.4,Gilmer County, Georgia
0500000US13125,"Glascock County, Georgia",11.6,7.2,99.6,100.0,Glascock County, Georgia
0500000US13127,"Glynn County, Georgia",29.9,10.2,92.8,53.2,Glynn County, Georgia
0500000US13129,"Gordon County, Georgia",14.7,6.2,84.5,75.0,Gordon County, Georgia
0500000US13131,"Grady County, Georgia",13.9,8.2,89.2,90.9,Grady County, Georgia
0500000US13133,"Greene County, Georgia",26.9,9.0,93.8,65.7,Greene County, Georgia
0500000US13135,"Gwinnett County, Georgia",36.9,5.8,64.6,54.2,Gwinnett County, Georgia
0500000US13137,"Habersham County, Georgia",19.3,8.2,84.0,67.0,Habersham County, Georgia
0500000US13139,"Hall County, Georgia",24.5,7.1,71.3,72.0,Hall County, Georgia
0500000US13141,"Hancock County, Georgia",8.6,6.5,97.4,89.9,Hancock County, Georgia
0500000US13143,"Haralson County, Georgia",14.8,6.1,98.6,52.1,Haralson County, Georgia
0500000US13145,"Harris County, Georgia",31.4,12.8,95.0,33.4,Harris County, Georgia
0500000US13147,"Hart County, Georgia",15.7,7.6,94.8,37.3,Hart County, Georgia
0500000US13149,"Heard County, Georgia",8.7,9.4,97.6,64.5,Heard County, Georgia
0500000US13151,"Henry County, Georgia",28.5,9.8,89.7,36.2,Henry County, Georgia
0500000US13153,"Houston County, Georgia",28.3,15.6,90.6,52.6,Houston County, Georgia
0500000US13155,"Irwin County, Georgia",15.1,7.6,96.7,36.1,Irwin County, Georgia
0500000US13157,"Jackson County, Georgia",22.7,8.4,91.6,52.7,Jackson County, Georgia
0500000US13159,"Jasper County, Georgia",14.2,8.2,96.3,67.5,Jasper County, Georgia
0500000US13161,"Jeff Davis County, Georgia",10.3,6.4,92.6,58.7,Jeff Davis County, Georgia
0500000US13163,"Jefferson County, Georgia",9.9,6.9,95.6,55.9,Jefferson County, Georgia
0500000US13165,"Jenkins County, Georgia",7.9,7.6,91.2,60.9,Jenkins County, Georgia
0500000US13167,"Johnson County, Georgia",9.1,8.7,97.4,13.3,Johnson County, Georgia
0500000US13169,"Jones County, Georgia",19.6,10.5,98.3,48.2,Jones County, Georgia
0500000US13171,"Lamar County, Georgia",15.8,8.6,97.2,34.2,Lamar County, Georgia
0500000US13173,"Lanier County, Georgia",16.5,9.0,98.4,29.9,Lanier County, Georgia
0500000US13175,"Laurens County, Georgia",16.2,9.0,96.7,45.4,Laurens County, Georgia
0500000US13177,"Lee County, Georgia",25.4,10.2,95.1,21.9,Lee County, Georgia
0500000US13179,"Liberty County, Georgia",18.3,23.5,87.2,43.5,Liberty County, Georgia
0500000US13181,"Lincoln County, Georgia",15.9,9.1,97.5,57.5,Lincoln County, Georgia
0500000US13183,"Long County, Georgia",17.4,21.0,87.7,78.9,Long County, Georgia
0500000US13185,"Lowndes County, Georgia",25.3,9.3,94.2,50.6,Lowndes County, Georgia
0500000US13187,"Lumpkin County, Georgia",26.4,8.4,94.8,61.3,Lumpkin County, Georgia
0500000US13189,"McDuffie County, Georgia",14.0,10.0,95.3,42.2,McDuffie County, Georgia
0500000US13191,"McIntosh County, Georgia",17.6,14.0,97.1,22.8,McIntosh County, Georgia
0500000US13193,"Macon County, Georgia",8.8,6.0,92.3,59.0,Macon County, Georgia
0500000US13195,"Madison County, Georgia",18.5,7.6,93.5,67.3,Madison County, Georgia
0500000US13197,"Marion County, Georgia",13.4,14.6,90.2,37.0,Marion County, Georgia
0500000US13199,"Meriwether County, Georgia",10.4,6.9,98.5,68.3,Meriwether County, Georgia
0500000US13201,"Miller County, Georgia",14.0,5.0,99.5,67.9,Miller County, Georgia
0500000US13205,"Mitchell County, Georgia",9.7,8.2,92.7,84.0,Mitchell County, Georgia
0500000US13207,"Monroe County, Georgia",26.8,8.1,97.0,47.4,Monroe County, Georgia
0500000US13209,"Montgomery County, Georgia",16.0,5.9,93.3,53.3,Montgomery County, Georgia
0500000US13211,"Morgan County, Georgia",20.7,8.1,97.6,57.4,Morgan County, Georgia
0500000US13213,"Murray County, Georgia",10.1,5.4,88.7,74.5,Murray County, Georgia
0500000US13215,"Muscogee County, Georgia",25.8,14.1,91.7,42.7,Muscogee County, Georgia
0500000US13217,"Newton County, Georgia",19.8,8.6,93.6,42.1,Newton County, Georgia
0500000US13219,"Oconee County, Georgia",52.3,6.6,91.3,46.5,Oconee County, Georgia
0500000US13221,"Oglethorpe County, Georgia",17.1,8.2,94.9,85.2,Oglethorpe County, Georgia
0500000US13223,"Paulding County, Georgia",22.6,8.4,93.3,46.1,Paulding County, Georgia
0500000US13225,"Peach County, Georgia",20.5,9.4,91.8,56.4,Peach County, Georgia
0500000US13227,"Pickens County, Georgia",23.1,11.1,96.9,52.5,Pickens County, Georgia
0500000US13229,"Pierce County, Georgia",12.6,7.0,96.4,79.2,Pierce County, Georgia
0500000US13231,"Pike County, Georgia",17.1,8.1,98.1,44.7,Pike County, Georgia
0500000US13233,"Polk County, Georgia",13.7,8.0,88.0,71.6,Polk County, Georgia
0500000US13235,"Pulaski County, Georgia",13.2,7.0,98.0,18.9,Pulaski County, Georgia
0500000US13237,"Putnam County, Georgia",23.4,9.6,93.6,56.3,Putnam County, Georgia
0500000US13239,"Quitman County, Georgia",7.1,4.6,92.5,71.4,Quitman County, Georgia
0500000US13241,"Rabun County, Georgia",24.2,9.7,91.3,71.7,Rabun County, Georgia
0500000US13243,"Randolph County, Georgia",10.3,5.9,98.9,61.9,Randolph County, Georgia
0500000US13245,"Richmond County, Georgia",21.4,12.3,93.6,46.9,Richmond County, Georgia
0500000US13247,"Rockdale County, Georgia",26.3,10.1,88.6,37.3,Rockdale County, Georgia
0500000US13249,"Schley County, Georgia",13.3,7.5,98.4,59.7,Schley County, Georgia
0500000US13251,"Screven County, Georgia",15.4,8.7,97.5,27.0,Screven County, Georgia
0500000US13253,"Seminole County, Georgia",16.2,10.2,98.6,58.3,Seminole County, Georgia
0500000US13255,"Spalding County, Georgia",17.8,8.9,95.9,55.6,Spalding County, Georgia
0500000US13257,"Stephens County, Georgia",21.0,9.0,96.8,42.0,Stephens County, Georgia
0500000US13259,"Stewart County, Georgia",12.2,7.0,77.2,98.8,Stewart County, Georgia
0500000US13261,"Sumter County, Georgia",18.3,6.4,93.8,68.2,Sumter County, Georgia
0500000US13263,"Talbot County, Georgia",12.1,10.7,98.1,12.5,Talbot County, Georgia
0500000US13265,"Taliaferro County, Georgia",8.1,8.0,94.5,63.1,Taliaferro County, Georgia
0500000US13267,"Tattnall County, Georgia",13.2,9.4,86.9,78.4,Tattnall County, Georgia
0500000US13269,"Taylor County, Georgia",12.6,7.7,95.5,50.4,Taylor County, Georgia
0500000US13271,"Telfair County, Georgia",8.6,6.5,87.5,99.5,Telfair County, Georgia
0500000US13273,"Terrell County, Georgia",11.2,8.0,97.8,88.4,Terrell County, Georgia
0500000US13275,"Thomas County, Georgia",24.7,8.0,95.7,74.6,Thomas County, Georgia
0500000US13277,"Tift County, Georgia",18.1,5.9,88.0,79.0,Tift County, Georgia
0500000US13279,"Toombs County, Georgia",16.2,7.2,88.1,62.6,Toombs County, Georgia
0500000US13281,"Towns County, Georgia",30.1,11.3,96.7,23.6,Towns County, Georgia
0500000US13283,"Treutlen County, Georgia",12.4,10.6,96.4,89.0,Treutlen County, Georgia
0500000US13285,"Troup County, Georgia",19.0,7.4,94.8,66.3,Troup County, Georgia
0500000US13287,"Turner County, Georgia",11.7,10.3,93.6,56.0,Turner County, Georgia
0500000US13289,"Twiggs County, Georgia",11.8,9.0,97.6,94.4,Twiggs County, Georgia
0500000US13291,"Union County, Georgia",22.5,11.5,96.3,63.2,Union County, Georgia
0500000US13293,"Upson County, Georgia",13.4,8.7,97.1,55.3,Upson County, Georgia
0500000US13295,"Walker County, Georgia",16.6,8.0,97.7,57.9,Walker County, Georgia
0500000US13297,"Walton County, Georgia",21.7,7.0,94.7,38.1,Walton County, Georgia
0500000US13299,"Ware County, Georgia",15.2,6.5,96.0,67.0,Ware County, Georgia
0500000US13301,"Warren County, Georgia",12.3,5.0,98.7,60.8,Warren County, Georgia
0500000US13303,"Washington County, Georgia",12.3,6.7,97.1,53.5,Washington County, Georgia
0500000US13305,"Wayne County, Georgia",13.0,9.0,94.4,69.6,Wayne County, Georgia
0500000US13307,"Webster County, Georgia",14.7,5.2,90.4,18.9,Webster County, Georgia
0500000US13309,"Wheeler County, Georgia",13.6,5.9,98.9,52.9,Wheeler County, Georgia
0500000US13311,"White County, Georgia",22.7,11.5,95.7,34.3,White County, Georgia
0500000US13313,"Whitfield County, Georgia",15.7,4.8,68.8,72.2,Whitfield County, Georgia
0500000US13315,"Wilcox County, Georgia",12.2,7.2,94.8,85.7,Wilcox County, Georgia
0500000US13317,"Wilkes County, Georgia",13.8,7.4,94.3,74.0,Wilkes County, Georgia
0500000US13319,"Wilkinson County, Georgia",10.9,6.0,97.5,89.8,Wilkinson County, Georgia
0500000US13321,"Worth County, Georgia",11.0,8.5,97.7,36.5,Worth County, Georgia
