id,Geographic Area Name,Percent!!SEX AND AGE!!Total population,Percent!!RACE!!Total population!!One race!!White,Percent!!RACE!!Total population!!One race!!Black or African American,Percent!!RACE!!Total population!!One race!!Asian,Percent!!HISPANIC OR LATINO AND RACE!!Total population,gen_z,gen_y,gen_x,baby_boomer,silent_gen,county_name,state
0500000US06081,"San Mateo County, California",767423,50.6,2.3,28.7,767423,10.8,14.8,28.4,21.8,6.8999999999999995,San Mateo County, California
0500000US06083,"Santa Barbara County, California",444829,77.5,2.0,5.6,444829,19.4,13.3,22.3,19.5,6.8,Santa Barbara County, California
0500000US06085,"Santa Clara County, California",1927470,44.5,2.5,36.5,1927470,12.100000000000001,16.1,28.3,19.1,5.8,Santa Clara County, California
0500000US06087,"Santa Cruz County, California",273962,74.8,1.1,4.8,273962,18.200000000000003,12.3,24.0,23.6,5.699999999999999,Santa Cruz County, California
0500000US06089,"Shasta County, California",179212,86.6,1.2,3.2,179212,11.5,12.8,22.9,26.6,8.3,Shasta County, California
0500000US06091,"Sierra County, California",3040,97.5,0.1,0.0,3040,6.3,8.9,21.0,38.2,11.6,Sierra County, California
0500000US06093,"Siskiyou County, California",43468,84.8,1.6,1.6,43468,10.2,10.2,21.2,32.4,9.3,Siskiyou County, California
0500000US06095,"Solano County, California",441829,52.6,13.9,15.4,441829,12.6,14.6,25.4,22.8,5.8999999999999995,Solano County, California
0500000US06097,"Sonoma County, California",499772,74.8,1.7,4.1,499772,11.8,12.9,25.4,26.1,7.3,Sonoma County, California
0500000US06099,"Stanislaus County, California",543194,76.6,3.0,5.5,543194,14.100000000000001,14.5,24.7,18.7,5.3,Stanislaus County, California
0500000US06101,"Sutter County, California",96109,69.0,1.9,15.7,96109,13.1,14.0,24.1,20.4,6.7,Sutter County, California
0500000US06103,"Tehama County, California",63912,85.7,0.8,1.5,63912,11.6,12.1,23.2,25.1,8.3,Tehama County, California
0500000US06105,"Trinity County, California",12700,86.0,1.0,1.8,12700,8.7,8.1,23.7,35.3,10.600000000000001,Trinity County, California
0500000US06107,"Tulare County, California",461898,73.7,1.6,3.6,461898,15.399999999999999,14.2,23.6,16.4,4.6,Tulare County, California
0500000US06109,"Tuolumne County, California",54045,87.8,1.8,1.4,54045,9.8,12.1,22.1,31.700000000000003,10.5,Tuolumne County, California
0500000US06111,"Ventura County, California",847263,80.1,1.8,7.3,847263,13.600000000000001,13.3,25.9,21.7,6.3,Ventura County, California
0500000US06113,"Yolo County, California",217352,69.3,2.7,14.0,217352,23.799999999999997,13.6,22.6,17.5,5.1,Yolo County, California
0500000US06115,"Yuba County, California",76360,76.0,3.4,6.8,76360,13.7,16.0,23.200000000000003,19.2,4.5,Yuba County, California
0500000US08001,"Adams County, Colorado",504108,81.6,3.4,4.0,504108,13.100000000000001,16.3,27.2,17.0,3.8,Adams County, Colorado
0500000US08003,"Alamosa County, Colorado",16107,86.4,0.9,1.3,16107,19.4,14.2,20.9,19.5,5.2,Alamosa County, Colorado
0500000US08005,"Arapahoe County, Colorado",644560,71.5,10.8,6.0,644560,12.3,15.6,27.4,20.200000000000003,4.9,Arapahoe County, Colorado
0500000US08007,"Archuleta County, Colorado",13253,84.0,1.7,1.0,13253,8.5,9.6,21.9,37.599999999999994,7.2,Archuleta County, Colorado
0500000US08009,"Baca County, Colorado",3561,94.3,1.0,0.0,3561,9.100000000000001,10.9,21.3,28.0,13.2,Baca County, Colorado
0500000US08011,"Bent County, Colorado",5787,91.4,4.1,0.2,5787,9.100000000000001,19.4,28.599999999999998,23.2,7.1,Bent County, Colorado
0500000US08013,"Boulder County, Colorado",322510,89.0,0.9,4.7,322510,18.2,13.9,25.7,21.1,5.300000000000001,Boulder County, Colorado
0500000US08014,"Broomfield County, Colorado",67886,86.3,1.3,6.5,67886,11.8,15.2,29.0,20.099999999999998,5.0,Broomfield County, Colorado
0500000US08015,"Chaffee County, Colorado",19557,93.7,1.7,1.5,19557,8.0,12.5,25.0,32.1,9.8,Chaffee County, Colorado
0500000US08017,"Cheyenne County, Colorado",2026,93.5,0.1,2.2,2026,8.8,9.9,24.3,23.0,8.8,Cheyenne County, Colorado
0500000US08019,"Clear Creek County, Colorado",9495,94.2,1.2,1.0,9495,10.3,10.4,28.4,33.5,5.4,Clear Creek County, Colorado
0500000US08021,"Conejos County, Colorado",8128,88.8,0.5,0.2,8128,13.399999999999999,9.9,22.5,24.900000000000002,7.8,Conejos County, Colorado
0500000US08023,"Costilla County, Colorado",3745,88.4,0.4,1.3,3745,11.5,7.8,22.0,34.3,10.5,Costilla County, Colorado
0500000US08025,"Crowley County, Colorado",5754,88.6,3.5,0.6,5754,22.3,16.8,25.9,19.6,5.1,Crowley County, Colorado
0500000US08027,"Custer County, Colorado",4776,93.0,2.9,0.0,4776,8.9,5.7,14.399999999999999,48.699999999999996,11.1,Custer County, Colorado
0500000US08029,"Delta County, Colorado",30565,94.4,1.2,1.1,30565,10.9,9.3,21.799999999999997,31.3,10.6,Delta County, Colorado
0500000US08031,"Denver County, Colorado",705576,76.1,9.2,3.7,705576,10.899999999999999,23.1,27.5,17.0,4.6,Denver County, Colorado
0500000US08033,"Dolores County, Colorado",1857,96.7,0.0,0.0,1857,4.0,11.0,21.1,31.7,11.5,Dolores County, Colorado
0500000US08035,"Douglas County, Colorado",336041,88.9,1.5,4.8,336041,12.5,10.9,31.299999999999997,19.9,3.9,Douglas County, Colorado
0500000US08037,"Eagle County, Colorado",54681,88.9,1.2,0.7,54681,11.399999999999999,16.2,31.1,20.099999999999998,3.0,Eagle County, Colorado
0500000US08039,"Elbert County, Colorado",25717,93.6,0.4,1.0,25717,11.7,8.7,28.3,29.6,4.7,Elbert County, Colorado
0500000US08041,"El Paso County, Colorado",698974,79.6,6.4,2.8,698974,15.1,15.8,24.6,19.4,4.8,El Paso County, Colorado
0500000US08043,"Fremont County, Colorado",47321,89.8,4.6,0.7,47321,9.100000000000001,14.7,27.200000000000003,27.5,8.7,Fremont County, Colorado
0500000US08045,"Garfield County, Colorado",59055,86.1,0.5,0.9,59055,12.100000000000001,13.7,27.0,21.299999999999997,4.5,Garfield County, Colorado
0500000US08047,"Gilpin County, Colorado",6018,92.4,0.3,0.0,6018,7.0,8.1,34.1,35.4,4.3,Gilpin County, Colorado
0500000US08049,"Grand County, Colorado",15303,94.8,1.1,1.4,15303,10.4,14.6,26.200000000000003,30.299999999999997,4.6,Grand County, Colorado
0500000US08051,"Gunnison County, Colorado",16802,95.7,0.6,0.3,16802,22.9,13.7,24.0,21.3,4.2,Gunnison County, Colorado
0500000US08053,"Hinsdale County, Colorado",857,94.2,0.0,0.5,857,6.5,8.1,21.2,43.5,9.2,Hinsdale County, Colorado
0500000US08055,"Huerfano County, Colorado",6679,91.9,0.5,0.0,6679,8.0,7.8,20.3,37.1,12.899999999999999,Huerfano County, Colorado
0500000US08057,"Jackson County, Colorado",1261,97.9,0.0,0.0,1261,12.100000000000001,9.2,22.1,34.3,11.700000000000001,Jackson County, Colorado
0500000US08059,"Jefferson County, Colorado",574798,90.6,1.2,2.8,574798,11.3,14.6,27.0,24.3,6.300000000000001,Jefferson County, Colorado
0500000US08061,"Kiowa County, Colorado",1489,96.2,0.4,0.0,1489,9.2,10.3,18.5,25.5,12.5,Kiowa County, Colorado
0500000US08063,"Kit Carson County, Colorado",7447,92.1,2.5,0.2,7447,9.7,14.2,23.4,23.5,8.6,Kit Carson County, Colorado
0500000US08065,"Lake County, Colorado",7751,85.3,0.1,0.8,7751,14.3,19.0,29.200000000000003,20.7,2.9000000000000004,Lake County, Colorado
0500000US08067,"La Plata County, Colorado",55617,88.0,0.5,0.7,55617,12.5,13.7,25.9,26.5,5.5,La Plata County, Colorado
0500000US08069,"Larimer County, Colorado",344786,91.3,1.0,2.2,344786,17.799999999999997,14.5,23.5,22.0,5.8,Larimer County, Colorado
0500000US08071,"Las Animas County, Colorado",14266,84.9,0.9,1.0,14266,11.7,12.1,22.2,30.099999999999998,9.5,Las Animas County, Colorado
0500000US08073,"Lincoln County, Colorado",5585,89.0,8.2,0.4,5585,9.5,17.0,26.6,21.7,8.3,Lincoln County, Colorado
0500000US08075,"Logan County, Colorado",22380,91.4,0.8,0.8,22380,15.399999999999999,13.7,24.2,21.799999999999997,8.1,Logan County, Colorado
0500000US08077,"Mesa County, Colorado",151218,94.0,0.7,0.9,151218,12.899999999999999,13.3,23.200000000000003,24.700000000000003,7.7,Mesa County, Colorado
0500000US08079,"Mineral County, Colorado",824,87.4,1.1,0.5,824,5.3,9.5,24.299999999999997,40.5,10.3,Mineral County, Colorado
0500000US08081,"Moffat County, Colorado",13127,94.4,1.2,0.1,13127,11.0,15.3,23.799999999999997,23.6,5.2,Moffat County, Colorado
0500000US08083,"Montezuma County, Colorado",26031,81.0,0.3,0.8,26031,10.5,10.5,23.200000000000003,29.5,8.2,Montezuma County, Colorado
0500000US08085,"Montrose County, Colorado",41686,94.2,0.4,0.9,41686,10.8,10.1,23.1,28.4,9.8,Montrose County, Colorado
0500000US08087,"Morgan County, Colorado",28517,88.8,3.6,0.5,28517,13.7,13.2,23.6,20.700000000000003,7.0,Morgan County, Colorado
0500000US08089,"Otero County, Colorado",18282,90.1,0.6,0.9,18282,13.8,10.4,22.6,24.5,9.0,Otero County, Colorado
0500000US08091,"Ouray County, Colorado",4796,97.7,0.3,0.7,4796,6.6,8.2,23.5,40.2,8.3,Ouray County, Colorado
0500000US08093,"Park County, Colorado",17867,94.3,0.3,0.7,17867,8.100000000000001,10.1,26.9,37.3,5.0,Park County, Colorado
0500000US08095,"Phillips County, Colorado",4290,96.6,0.2,0.5,4290,11.7,13.2,21.299999999999997,22.0,8.8,Phillips County, Colorado
0500000US08097,"Pitkin County, Colorado",17926,91.1,1.0,2.2,17926,10.4,15.9,26.799999999999997,27.9,5.7,Pitkin County, Colorado
0500000US08099,"Prowers County, Colorado",12022,94.4,0.8,0.6,12022,14.100000000000001,11.2,22.2,23.700000000000003,7.5,Prowers County, Colorado
0500000US08101,"Pueblo County, Colorado",165982,80.4,2.1,0.9,165982,13.0,12.9,23.9,23.9,7.7,Pueblo County, Colorado
0500000US08103,"Rio Blanco County, Colorado",6384,92.4,0.5,0.1,6384,13.0,13.0,22.5,23.8,6.7,Rio Blanco County, Colorado
0500000US08105,"Rio Grande County, Colorado",11305,91.5,0.9,0.1,11305,13.899999999999999,9.4,24.3,26.0,8.0,Rio Grande County, Colorado
0500000US08107,"Routt County, Colorado",25072,95.7,0.9,1.1,25072,11.600000000000001,15.3,28.3,25.9,4.4,Routt County, Colorado
0500000US08109,"Saguache County, Colorado",6592,90.2,0.5,0.0,6592,8.7,9.1,23.1,34.6,6.3999999999999995,Saguache County, Colorado
0500000US08111,"San Juan County, Colorado",589,97.3,0.0,0.0,589,6.3,12.2,24.700000000000003,37.5,7.8,San Juan County, Colorado
0500000US08113,"San Miguel County, Colorado",8049,94.7,0.0,1.9,8049,9.5,16.2,30.1,26.0,2.8,San Miguel County, Colorado
0500000US08115,"Sedgwick County, Colorado",2322,93.7,0.8,0.9,2322,9.2,9.8,21.6,25.9,12.2,Sedgwick County, Colorado
0500000US08117,"Summit County, Colorado",30649,91.3,1.1,0.6,30649,10.2,18.5,31.0,23.5,3.2,Summit County, Colorado
0500000US08119,"Teller County, Colorado",24524,94.7,0.8,0.8,24524,9.4,9.4,24.700000000000003,36.6,5.6000000000000005,Teller County, Colorado
0500000US08121,"Washington County, Colorado",4868,95.3,1.3,0.6,4868,11.8,12.2,22.1,25.9,9.5,Washington County, Colorado
0500000US08123,"Weld County, Colorado",305345,90.3,1.2,1.6,305345,13.5,15.2,25.799999999999997,18.9,4.4,Weld County, Colorado
0500000US08125,"Yuma County, Colorado",10003,95.8,1.1,0.0,10003,10.8,13.3,22.5,22.099999999999998,8.4,Yuma County, Colorado
0500000US09001,"Fairfield County, Connecticut",943926,73.0,11.6,5.3,943926,13.3,11.4,27.4,22.3,7.1,Fairfield County, Connecticut
0500000US09003,"Hartford County, Connecticut",893561,70.7,13.8,5.3,893561,13.0,13.1,26.1,22.9,7.5,Hartford County, Connecticut
0500000US09005,"Litchfield County, Connecticut",182002,92.8,1.7,1.9,182002,11.4,10.2,25.9,29.299999999999997,8.6,Litchfield County, Connecticut
0500000US09007,"Middlesex County, Connecticut",163053,88.0,5.6,3.1,163053,12.6,11.1,26.2,27.3,8.5,Middlesex County, Connecticut
0500000US09009,"New Haven County, Connecticut",857513,73.3,13.5,4.0,857513,13.7,13.3,25.5,23.3,7.5,New Haven County, Connecticut
0500000US09011,"New London County, Connecticut",267390,80.7,5.8,4.1,267390,13.7,13.0,24.799999999999997,24.9,7.4,New London County, Connecticut
0500000US09013,"Tolland County, Connecticut",151063,87.9,3.2,4.9,151063,22.299999999999997,10.8,23.6,22.9,6.4,Tolland County, Connecticut
0500000US09015,"Windham County, Connecticut",116566,89.2,2.3,1.4,116566,13.9,12.5,26.1,24.5,6.6000000000000005,Windham County, Connecticut
0500000US10001,"Kent County, Delaware",176699,66.2,25.7,2.0,176699,14.0,13.5,24.0,22.4,6.800000000000001,Kent County, Delaware
0500000US10003,"New Castle County, Delaware",556165,64.2,25.2,5.5,556165,13.2,14.5,25.9,22.1,6.3,New Castle County, Delaware
0500000US10005,"Sussex County, Delaware",224384,82.0,12.0,1.2,224384,9.4,10.3,21.5,33.0,10.1,Sussex County, Delaware
0500000US11001,"District of Columbia, District of Columbia",692683,41.3,46.3,4.0,692683,13.0,23.4,25.8,17.1,5.1,District of Columbia, District of Columbia
0500000US12001,"Alachua County, Florida",265443,68.9,20.1,6.1,265443,23.799999999999997,15.5,20.700000000000003,19.1,5.4,Alachua County, Florida
0500000US12003,"Baker County, Florida",28211,82.5,13.6,0.6,28211,12.899999999999999,14.5,26.5,21.5,5.1,Baker County, Florida
0500000US12005,"Bay County, Florida",182161,81.1,11.0,2.3,182161,11.5,14.2,25.299999999999997,23.799999999999997,7.1,Bay County, Florida
0500000US12007,"Bradford County, Florida",27317,77.2,20.3,0.6,27317,10.3,16.2,25.5,23.200000000000003,7.9,Bradford County, Florida
0500000US12009,"Brevard County, Florida",585507,82.5,9.6,2.4,585507,10.7,11.2,23.5,28.700000000000003,10.8,Brevard County, Florida
0500000US12011,"Broward County, Florida",1926205,60.7,28.6,3.6,1926205,11.6,13.5,27.6,22.299999999999997,7.300000000000001,Broward County, Florida
0500000US12013,"Calhoun County, Florida",14362,80.4,13.3,0.1,14362,10.3,14.8,26.6,23.799999999999997,8.1,Calhoun County, Florida
0500000US12015,"Charlotte County, Florida",181067,89.9,5.6,1.3,181067,7.6,7.5,18.4,38.2,18.4,Charlotte County, Florida
0500000US12017,"Citrus County, Florida",145169,92.8,3.0,1.8,145169,8.3,8.0,19.1,35.900000000000006,16.5,Citrus County, Florida
0500000US12019,"Clay County, Florida",211405,79.2,11.0,2.8,211405,12.7,12.5,27.0,23.4,5.6000000000000005,Clay County, Florida
0500000US12021,"Collier County, Florida",371453,88.8,6.8,1.3,371453,9.7,9.6,21.5,29.1,15.8,Collier County, Florida
0500000US12023,"Columbia County, Florida",69968,76.7,18.1,1.1,69968,12.7,12.7,24.299999999999997,24.6,7.6,Columbia County, Florida
0500000US12027,"DeSoto County, Florida",36903,84.2,12.6,0.2,36903,12.4,14.3,24.0,23.7,9.7,DeSoto County, Florida
0500000US12029,"Dixie County, Florida",16589,86.4,8.9,0.2,16589,9.399999999999999,11.5,25.200000000000003,29.4,9.3,Dixie County, Florida
0500000US12031,"Duval County, Florida",936186,59.8,29.6,4.6,936186,12.5,16.5,25.5,21.1,5.3,Duval County, Florida
0500000US12033,"Escambia County, Florida",313491,68.1,21.9,3.0,313491,15.1,14.6,22.700000000000003,23.1,6.8,Escambia County, Florida
0500000US12035,"Flagler County, Florida",109801,82.3,10.0,2.6,109801,9.8,8.8,21.9,33.2,12.5,Flagler County, Florida
0500000US12037,"Franklin County, Florida",11811,80.9,14.1,0.3,11811,9.100000000000001,14.3,25.3,29.2,8.6,Franklin County, Florida
0500000US12039,"Gadsden County, Florida",45945,39.6,56.1,0.2,45945,11.7,12.1,26.299999999999997,24.6,7.0,Gadsden County, Florida
0500000US12041,"Gilchrist County, Florida",17953,91.2,5.9,0.2,17953,16.1,10.3,23.5,25.8,8.7,Gilchrist County, Florida
0500000US12043,"Glades County, Florida",13516,79.8,13.5,0.8,13516,11.2,11.4,24.4,27.5,12.3,Glades County, Florida
0500000US12045,"Gulf County, Florida",15576,79.5,17.2,0.5,15576,9.7,14.6,26.4,27.5,8.2,Gulf County, Florida
0500000US12047,"Hamilton County, Florida",14326,61.5,34.5,0.3,14326,11.8,15.8,26.0,24.4,6.3,Hamilton County, Florida
0500000US12049,"Hardee County, Florida",27131,80.4,7.6,0.9,27131,14.0,13.5,24.2,19.7,6.8999999999999995,Hardee County, Florida
0500000US12051,"Hendry County, Florida",40732,78.6,11.5,0.9,40732,14.5,13.5,25.4,18.3,5.9,Hendry County, Florida
0500000US12053,"Hernando County, Florida",186313,88.7,5.3,1.2,186313,10.2,10.1,22.7,29.3,12.700000000000001,Hernando County, Florida
0500000US12055,"Highlands County, Florida",103437,80.8,9.7,1.4,103437,9.3,9.5,18.6,30.099999999999998,18.2,Highlands County, Florida
0500000US12057,"Hillsborough County, Florida",1422278,70.5,16.8,4.1,1422278,12.8,15.3,27.299999999999997,20.3,5.6,Hillsborough County, Florida
0500000US12059,"Holmes County, Florida",19432,88.7,7.0,0.7,19432,11.4,13.1,25.6,24.9,8.700000000000001,Holmes County, Florida
0500000US12061,"Indian River County, Florida",153989,86.4,8.9,1.3,153989,9.7,8.7,20.6,32.3,15.399999999999999,Indian River County, Florida
0500000US12063,"Jackson County, Florida",47945,68.9,26.8,0.3,47945,11.7,13.5,26.9,24.4,8.4,Jackson County, Florida
0500000US12065,"Jefferson County, Florida",14161,62.8,34.6,0.3,14161,8.6,11.5,27.1,30.1,8.8,Jefferson County, Florida
0500000US12067,"Lafayette County, Florida",8637,80.2,16.1,0.0,8637,14.3,15.5,27.799999999999997,19.4,6.0,Lafayette County, Florida
0500000US12069,"Lake County, Florida",345867,82.5,10.9,2.0,345867,10.1,10.8,23.1,27.9,12.1,Lake County, Florida
0500000US12071,"Lee County, Florida",737468,84.4,8.6,1.6,737468,10.0,10.9,22.200000000000003,29.6,12.600000000000001,Lee County, Florida
0500000US12073,"Leon County, Florida",289770,61.4,30.9,3.5,289770,25.1,14.5,21.200000000000003,19.0,4.8,Leon County, Florida
0500000US12075,"Levy County, Florida",40403,87.6,8.8,0.9,40403,10.4,10.7,22.5,30.299999999999997,9.7,Levy County, Florida
0500000US12077,"Liberty County, Florida",8345,80.1,15.8,0.2,8345,15.6,13.8,28.5,23.1,6.0,Liberty County, Florida
0500000US12079,"Madison County, Florida",18460,58.0,38.6,0.9,18460,10.8,14.3,25.200000000000003,26.2,7.9,Madison County, Florida
0500000US12081,"Manatee County, Florida",384213,85.4,8.7,2.1,384213,10.0,10.5,22.6,29.3,12.3,Manatee County, Florida
0500000US12083,"Marion County, Florida",353526,81.9,12.9,1.4,353526,10.0,10.7,21.4,29.4,13.0,Marion County, Florida
0500000US12085,"Martin County, Florida",159065,88.1,5.7,1.4,159065,9.5,9.1,21.9,30.7,15.4,Martin County, Florida
0500000US12086,"Miami-Dade County, Florida",2699428,75.1,17.4,1.6,2699428,12.1,14.3,28.5,20.7,7.5,Miami-Dade County, Florida
0500000US12087,"Monroe County, Florida",75798,88.0,7.3,1.4,75798,8.8,12.4,27.2,30.5,8.3,Monroe County, Florida
0500000US12089,"Nassau County, Florida",83098,90.3,6.1,1.0,83098,10.3,11.3,25.0,29.1,8.2,Nassau County, Florida
0500000US12091,"Okaloosa County, Florida",203794,78.2,9.8,3.0,203794,12.5,16.0,23.9,22.4,6.6000000000000005,Okaloosa County, Florida
0500000US12093,"Okeechobee County, Florida",41144,85.4,8.3,1.0,41144,11.9,12.5,25.3,23.200000000000003,9.3,Okeechobee County, Florida
0500000US12095,"Orange County, Florida",1349746,63.6,20.9,5.2,1349746,14.399999999999999,16.8,27.4,18.1,4.6,Orange County, Florida
0500000US12097,"Osceola County, Florida",351955,72.8,11.5,2.7,351955,13.899999999999999,14.4,27.8,18.799999999999997,5.1,Osceola County, Florida
0500000US12099,"Palm Beach County, Florida",1465027,73.5,18.7,2.7,1465027,11.0,11.9,24.5,24.6,12.1,Palm Beach County, Florida
0500000US12101,"Pasco County, Florida",524602,86.9,5.8,2.6,524602,10.7,11.1,25.5,25.8,10.1,Pasco County, Florida
0500000US12103,"Pinellas County, Florida",964666,81.5,10.3,3.4,964666,9.7,12.0,24.7,28.9,11.3,Pinellas County, Florida
0500000US12105,"Polk County, Florida",686218,77.1,15.3,1.8,686218,12.399999999999999,12.9,23.9,23.700000000000003,8.8,Polk County, Florida
0500000US12107,"Putnam County, Florida",73252,80.3,16.3,0.6,73252,10.9,11.0,22.3,28.7,9.4,Putnam County, Florida
0500000US12109,"St. Johns County, Florida",244674,88.4,5.4,2.7,244674,11.3,9.7,27.1,26.4,7.699999999999999,St. Johns County, Florida
0500000US12111,"St. Lucie County, Florida",312947,73.1,20.2,2.0,312947,10.899999999999999,11.3,23.6,26.9,10.8,St. Lucie County, Florida
0500000US12113,"Santa Rosa County, Florida",174755,85.4,6.2,2.0,174755,12.0,13.4,27.2,23.1,6.199999999999999,Santa Rosa County, Florida
0500000US12115,"Sarasota County, Florida",419496,90.9,4.5,1.7,419496,8.399999999999999,8.4,20.0,33.8,17.8,Sarasota County, Florida
0500000US12117,"Seminole County, Florida",461402,75.8,12.0,4.5,461402,12.3,14.5,27.799999999999997,22.0,6.300000000000001,Seminole County, Florida
0500000US12119,"Sumter County, Florida",125044,89.0,7.1,0.9,125044,4.3,5.5,13.100000000000001,48.3,23.0,Sumter County, Florida
