id,Geographic Area Name,"Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,"Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations",Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars),Percent!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,county_name,state
0500000US30105,"Valley County, Montana",33.0,14.2,27.1,14.1,11.6,30600.0,8.4,Valley County, Montana
0500000US30107,"Wheatland County, Montana",34.0,17.8,15.3,22.0,10.9,30183.0,13.3,Wheatland County, Montana
0500000US30109,"Wibaux County, Montana",43.8,14.4,19.2,14.0,8.6,37917.0,12.8,Wibaux County, Montana
0500000US30111,"Yellowstone County, Montana",35.4,18.7,22.2,11.4,12.3,34999.0,7.2,Yellowstone County, Montana
0500000US31001,"Adams County, Nebraska",32.7,18.9,18.7,9.9,19.7,30485.0,7.5,Adams County, Nebraska
0500000US31003,"Antelope County, Nebraska",35.3,16.0,20.3,15.9,12.5,30522.0,6.2,Antelope County, Nebraska
0500000US31005,"Arthur County, Nebraska",45.7,7.5,16.1,23.1,7.5,26397.0,11.5,Arthur County, Nebraska
0500000US31007,"Banner County, Nebraska",58.4,6.0,9.3,17.9,8.3,30438.0,4.2,Banner County, Nebraska
0500000US31009,"Blaine County, Nebraska",42.0,9.0,13.3,26.3,9.4,27750.0,5.5,Blaine County, Nebraska
0500000US31011,"Boone County, Nebraska",34.0,16.5,18.0,15.7,15.8,33289.0,6.2,Boone County, Nebraska
0500000US31013,"Box Butte County, Nebraska",31.4,13.0,16.1,14.1,25.4,31915.0,6.8,Box Butte County, Nebraska
0500000US31015,"Boyd County, Nebraska",40.6,12.5,17.2,17.2,12.6,26685.0,13.4,Boyd County, Nebraska
0500000US31017,"Brown County, Nebraska",37.2,22.1,18.5,10.9,11.3,28698.0,12.2,Brown County, Nebraska
0500000US31019,"Buffalo County, Nebraska",34.2,18.4,22.3,9.1,15.9,30485.0,8.9,Buffalo County, Nebraska
0500000US31021,"Burt County, Nebraska",34.1,14.0,23.4,15.3,13.2,33112.0,10.1,Burt County, Nebraska
0500000US31023,"Butler County, Nebraska",31.0,14.9,17.6,14.4,22.1,36271.0,5.3,Butler County, Nebraska
0500000US31025,"Cass County, Nebraska",37.2,14.5,23.2,12.2,12.8,39116.0,6.2,Cass County, Nebraska
0500000US31027,"Cedar County, Nebraska",34.9,16.2,19.2,14.5,15.2,33156.0,5.5,Cedar County, Nebraska
0500000US31029,"Chase County, Nebraska",34.3,15.8,20.1,17.1,12.7,32429.0,8.1,Chase County, Nebraska
0500000US31031,"Cherry County, Nebraska",35.9,17.0,19.5,17.9,9.6,30602.0,5.9,Cherry County, Nebraska
0500000US31033,"Cheyenne County, Nebraska",36.1,18.8,20.2,10.8,14.2,35011.0,6.0,Cheyenne County, Nebraska
0500000US31035,"Clay County, Nebraska",31.9,14.4,16.2,18.0,19.5,31698.0,8.9,Clay County, Nebraska
0500000US31037,"Colfax County, Nebraska",25.6,12.6,11.9,17.3,32.7,31411.0,13.5,Colfax County, Nebraska
0500000US31039,"Cuming County, Nebraska",31.7,14.6,17.9,18.1,17.6,33728.0,7.5,Cuming County, Nebraska
0500000US31041,"Custer County, Nebraska",32.5,22.0,15.7,18.0,11.8,31096.0,7.1,Custer County, Nebraska
0500000US31043,"Dakota County, Nebraska",21.3,15.6,17.8,13.8,31.4,30769.0,12.8,Dakota County, Nebraska
0500000US31045,"Dawes County, Nebraska",36.3,16.3,24.1,12.4,10.8,22054.0,9.7,Dawes County, Nebraska
0500000US31047,"Dawson County, Nebraska",25.3,13.9,18.9,11.2,30.6,31169.0,10.5,Dawson County, Nebraska
0500000US31049,"Deuel County, Nebraska",30.9,23.8,17.1,10.4,17.8,27273.0,15.1,Deuel County, Nebraska
0500000US31051,"Dixon County, Nebraska",28.4,16.3,18.1,16.1,21.2,31404.0,5.9,Dixon County, Nebraska
0500000US31053,"Dodge County, Nebraska",30.6,15.9,23.3,11.6,18.6,30735.0,9.6,Dodge County, Nebraska
0500000US31055,"Douglas County, Nebraska",41.9,15.9,23.0,7.6,11.6,37332.0,9.2,Douglas County, Nebraska
0500000US31057,"Dundy County, Nebraska",40.1,16.5,17.4,19.2,6.8,32292.0,15.2,Dundy County, Nebraska
0500000US31059,"Fillmore County, Nebraska",35.7,13.4,21.7,15.8,13.5,34608.0,5.8,Fillmore County, Nebraska
0500000US31061,"Franklin County, Nebraska",34.0,13.4,21.5,14.4,16.7,28992.0,5.0,Franklin County, Nebraska
0500000US31063,"Frontier County, Nebraska",35.9,13.3,21.3,21.2,8.3,30154.0,9.6,Frontier County, Nebraska
0500000US31065,"Furnas County, Nebraska",37.0,17.0,17.8,15.1,13.1,31962.0,8.2,Furnas County, Nebraska
0500000US31067,"Gage County, Nebraska",33.8,17.1,18.6,9.8,20.7,31982.0,5.3,Gage County, Nebraska
0500000US31069,"Garden County, Nebraska",48.9,9.1,15.0,12.6,14.5,32339.0,9.9,Garden County, Nebraska
0500000US31071,"Garfield County, Nebraska",38.7,11.7,20.2,17.2,12.2,27708.0,3.8,Garfield County, Nebraska
0500000US31073,"Gosper County, Nebraska",41.7,11.7,15.1,16.3,15.2,37463.0,5.1,Gosper County, Nebraska
0500000US31075,"Grant County, Nebraska",37.9,13.2,20.7,21.6,6.6,26679.0,11.4,Grant County, Nebraska
0500000US31077,"Greeley County, Nebraska",31.9,14.7,20.2,23.6,9.6,27048.0,6.1,Greeley County, Nebraska
0500000US31079,"Hall County, Nebraska",27.5,16.6,20.4,11.4,24.1,31915.0,11.9,Hall County, Nebraska
0500000US31081,"Hamilton County, Nebraska",37.5,18.0,21.3,8.5,14.7,33861.0,5.8,Hamilton County, Nebraska
0500000US31083,"Harlan County, Nebraska",33.8,16.4,20.7,17.8,11.3,35189.0,6.7,Harlan County, Nebraska
0500000US31085,"Hayes County, Nebraska",46.1,18.0,11.0,14.2,10.8,34821.0,8.3,Hayes County, Nebraska
0500000US31087,"Hitchcock County, Nebraska",32.1,16.8,22.7,13.8,14.6,26985.0,10.5,Hitchcock County, Nebraska
0500000US31089,"Holt County, Nebraska",39.8,15.4,19.0,12.3,13.6,31817.0,6.0,Holt County, Nebraska
0500000US31091,"Hooker County, Nebraska",32.4,27.2,15.3,20.6,4.5,30179.0,8.5,Hooker County, Nebraska
0500000US31093,"Howard County, Nebraska",37.5,12.8,23.3,9.7,16.7,34648.0,6.0,Howard County, Nebraska
0500000US31095,"Jefferson County, Nebraska",32.7,12.7,22.1,14.9,17.6,31186.0,5.6,Jefferson County, Nebraska
0500000US31097,"Johnson County, Nebraska",32.1,17.8,19.5,11.9,18.7,31636.0,6.1,Johnson County, Nebraska
0500000US31099,"Kearney County, Nebraska",36.9,15.7,17.5,14.5,15.4,32080.0,6.1,Kearney County, Nebraska
0500000US31101,"Keith County, Nebraska",31.9,18.1,23.4,13.1,13.4,30632.0,8.0,Keith County, Nebraska
0500000US31103,"Keya Paha County, Nebraska",46.0,8.6,24.9,16.6,3.9,27353.0,6.4,Keya Paha County, Nebraska
0500000US31105,"Kimball County, Nebraska",21.6,16.0,27.6,8.1,26.7,30423.0,13.6,Kimball County, Nebraska
0500000US31107,"Knox County, Nebraska",37.4,16.5,18.3,14.7,13.1,30692.0,7.8,Knox County, Nebraska
0500000US31109,"Lancaster County, Nebraska",41.0,17.6,22.2,7.8,11.4,31698.0,7.2,Lancaster County, Nebraska
0500000US31111,"Lincoln County, Nebraska",32.5,15.0,19.7,15.5,17.2,32775.0,9.4,Lincoln County, Nebraska
0500000US31113,"Logan County, Nebraska",29.3,10.9,15.9,21.3,22.6,24505.0,8.5,Logan County, Nebraska
0500000US31115,"Loup County, Nebraska",50.5,10.4,12.6,11.7,14.8,30958.0,5.1,Loup County, Nebraska
0500000US31117,"McPherson County, Nebraska",35.3,16.7,26.0,11.3,10.8,27813.0,4.6,McPherson County, Nebraska
0500000US31119,"Madison County, Nebraska",29.9,17.3,19.0,12.3,21.5,31935.0,8.8,Madison County, Nebraska
0500000US31121,"Merrick County, Nebraska",33.8,15.5,18.2,14.1,18.5,32287.0,9.1,Merrick County, Nebraska
0500000US31123,"Morrill County, Nebraska",31.8,14.8,19.8,19.9,13.7,30298.0,9.3,Morrill County, Nebraska
0500000US31125,"Nance County, Nebraska",37.1,13.9,18.7,15.9,14.4,33081.0,5.8,Nance County, Nebraska
0500000US31127,"Nemaha County, Nebraska",32.0,18.9,19.1,13.7,16.2,30183.0,6.5,Nemaha County, Nebraska
0500000US31129,"Nuckolls County, Nebraska",37.2,18.4,20.3,11.4,12.7,27086.0,6.7,Nuckolls County, Nebraska
0500000US31131,"Otoe County, Nebraska",32.4,18.8,19.7,12.7,16.3,34432.0,6.4,Otoe County, Nebraska
0500000US31133,"Pawnee County, Nebraska",31.7,18.0,17.4,14.6,18.2,26764.0,13.2,Pawnee County, Nebraska
0500000US31135,"Perkins County, Nebraska",40.0,13.5,18.3,19.6,8.7,39096.0,4.8,Perkins County, Nebraska
0500000US31137,"Phelps County, Nebraska",33.8,16.4,18.5,12.2,19.1,36115.0,3.9,Phelps County, Nebraska
0500000US31139,"Pierce County, Nebraska",34.8,11.9,17.0,16.0,20.3,36897.0,4.6,Pierce County, Nebraska
0500000US31141,"Platte County, Nebraska",31.0,12.9,20.7,10.4,25.0,32506.0,9.1,Platte County, Nebraska
0500000US31143,"Polk County, Nebraska",36.0,15.3,19.6,13.8,15.3,33048.0,12.0,Polk County, Nebraska
0500000US31145,"Red Willow County, Nebraska",26.5,21.6,21.7,11.3,18.9,26722.0,8.2,Red Willow County, Nebraska
0500000US31147,"Richardson County, Nebraska",33.7,16.6,16.4,17.3,16.0,31411.0,8.7,Richardson County, Nebraska
0500000US31149,"Rock County, Nebraska",39.5,13.8,21.6,18.8,6.2,32763.0,9.0,Rock County, Nebraska
0500000US31151,"Saline County, Nebraska",25.4,18.9,16.6,15.1,24.1,27148.0,12.7,Saline County, Nebraska
0500000US31153,"Sarpy County, Nebraska",43.9,15.7,22.0,8.2,10.2,41756.0,5.4,Sarpy County, Nebraska
0500000US31155,"Saunders County, Nebraska",36.0,16.3,19.8,13.0,14.9,38793.0,4.5,Saunders County, Nebraska
0500000US31157,"Scotts Bluff County, Nebraska",30.4,18.4,22.4,13.0,15.7,30440.0,9.3,Scotts Bluff County, Nebraska
0500000US31159,"Seward County, Nebraska",36.5,15.5,19.4,12.7,16.0,32006.0,5.1,Seward County, Nebraska
0500000US31161,"Sheridan County, Nebraska",35.2,18.9,16.8,13.9,15.3,29259.0,12.4,Sheridan County, Nebraska
0500000US31163,"Sherman County, Nebraska",34.8,16.5,15.3,13.8,19.7,31250.0,9.1,Sherman County, Nebraska
0500000US31165,"Sioux County, Nebraska",50.6,9.1,18.4,16.1,5.9,31579.0,8.0,Sioux County, Nebraska
0500000US31167,"Stanton County, Nebraska",27.9,16.6,23.6,14.3,17.6,35514.0,4.4,Stanton County, Nebraska
0500000US31169,"Thayer County, Nebraska",35.5,15.5,19.0,14.7,15.3,32184.0,4.9,Thayer County, Nebraska
0500000US31171,"Thomas County, Nebraska",34.2,13.7,22.5,20.8,8.8,32292.0,2.8,Thomas County, Nebraska
0500000US31173,"Thurston County, Nebraska",36.9,19.6,20.1,10.4,12.9,28441.0,25.3,Thurston County, Nebraska
0500000US31175,"Valley County, Nebraska",39.2,15.7,20.0,14.0,11.1,30015.0,8.6,Valley County, Nebraska
0500000US31177,"Washington County, Nebraska",36.0,13.6,25.2,12.0,13.2,40472.0,5.3,Washington County, Nebraska
0500000US31179,"Wayne County, Nebraska",34.2,17.9,24.9,10.7,12.4,24607.0,3.6,Wayne County, Nebraska
0500000US31181,"Webster County, Nebraska",38.4,13.5,17.9,17.6,12.6,32208.0,6.4,Webster County, Nebraska
0500000US31183,"Wheeler County, Nebraska",35.3,14.3,12.0,23.8,14.8,31310.0,11.4,Wheeler County, Nebraska
0500000US31185,"York County, Nebraska",37.3,14.2,23.4,12.0,13.1,31843.0,7.1,York County, Nebraska
0500000US32001,"Churchill County, Nevada",33.4,18.2,21.4,13.2,13.8,32400.0,11.2,Churchill County, Nevada
0500000US32003,"Clark County, Nevada",28.7,28.1,23.8,8.2,11.2,33079.0,11.7,Clark County, Nevada
0500000US32005,"Douglas County, Nevada",35.9,22.8,21.1,9.0,11.3,34998.0,7.8,Douglas County, Nevada
0500000US32007,"Elko County, Nevada",27.4,19.7,19.0,21.1,12.8,43607.0,10.1,Elko County, Nevada
0500000US32009,"Esmeralda County, Nevada",36.2,15.3,11.3,23.1,14.1,27373.0,11.9,Esmeralda County, Nevada
0500000US32011,"Eureka County, Nevada",25.2,9.8,18.6,27.8,18.6,53377.0,9.9,Eureka County, Nevada
0500000US32013,"Humboldt County, Nevada",23.7,14.4,20.7,25.8,15.4,40982.0,12.1,Humboldt County, Nevada
0500000US32015,"Lander County, Nevada",23.1,18.0,13.1,33.4,12.3,51022.0,6.7,Lander County, Nevada
0500000US32017,"Lincoln County, Nevada",33.6,14.9,27.1,19.9,4.5,37556.0,9.4,Lincoln County, Nevada
0500000US32019,"Lyon County, Nevada",26.4,18.5,21.0,12.1,22.0,32588.0,8.1,Lyon County, Nevada
0500000US32021,"Mineral County, Nevada",26.2,18.5,23.5,16.2,15.6,28891.0,9.8,Mineral County, Nevada
0500000US32023,"Nye County, Nevada",23.5,23.9,20.0,17.1,15.4,31096.0,9.8,Nye County, Nevada
0500000US32027,"Pershing County, Nevada",30.5,14.1,17.5,20.0,18.0,29081.0,11.8,Pershing County, Nevada
0500000US32029,"Storey County, Nevada",32.5,21.2,20.1,17.7,8.4,41049.0,10.1,Storey County, Nevada
0500000US32031,"Washoe County, Nevada",34.1,20.0,22.9,8.7,14.3,34876.0,9.4,Washoe County, Nevada
0500000US32033,"White Pine County, Nevada",31.0,22.5,15.9,17.7,12.9,38013.0,7.7,White Pine County, Nevada
0500000US32510,"Carson City, Nevada",29.7,22.3,21.1,12.0,15.0,32344.0,10.6,Carson City, Nevada
0500000US33001,"Belknap County, New Hampshire",38.2,17.0,23.6,10.7,10.5,35650.0,6.6,Belknap County, New Hampshire
0500000US33003,"Carroll County, New Hampshire",33.4,18.4,21.8,14.7,11.6,32492.0,9.0,Carroll County, New Hampshire
0500000US33005,"Cheshire County, New Hampshire",39.7,17.3,20.2,9.1,13.8,31912.0,6.3,Cheshire County, New Hampshire
0500000US33007,"Coos County, New Hampshire",32.5,21.0,21.8,11.9,12.8,30114.0,7.2,Coos County, New Hampshire
0500000US33009,"Grafton County, New Hampshire",42.3,19.8,18.7,8.5,10.7,31870.0,7.1,Grafton County, New Hampshire
0500000US33011,"Hillsborough County, New Hampshire",42.4,15.3,22.4,7.6,12.4,42103.0,6.2,Hillsborough County, New Hampshire
0500000US33013,"Merrimack County, New Hampshire",40.2,16.6,21.5,8.8,12.9,39145.0,5.7,Merrimack County, New Hampshire
0500000US33015,"Rockingham County, New Hampshire",44.4,14.2,22.1,8.1,11.2,46584.0,4.4,Rockingham County, New Hampshire
0500000US33017,"Strafford County, New Hampshire",38.6,17.5,22.3,7.6,13.9,34655.0,6.0,Strafford County, New Hampshire
0500000US33019,"Sullivan County, New Hampshire",35.6,15.5,20.6,9.5,18.8,39079.0,7.0,Sullivan County, New Hampshire
0500000US34001,"Atlantic County, New Jersey",32.2,28.6,21.2,8.6,9.4,31961.0,8.1,Atlantic County, New Jersey
0500000US34003,"Bergen County, New Jersey",49.4,12.8,23.0,6.1,8.6,52806.0,7.5,Bergen County, New Jersey
0500000US34005,"Burlington County, New Jersey",44.7,14.5,23.6,6.5,10.7,46463.0,4.3,Burlington County, New Jersey
0500000US34007,"Camden County, New Jersey",40.3,16.7,23.6,7.1,12.3,39907.0,6.5,Camden County, New Jersey
0500000US34009,"Cape May County, New Jersey",36.1,22.8,22.5,10.8,7.8,35033.0,6.0,Cape May County, New Jersey
0500000US34011,"Cumberland County, New Jersey",27.2,20.6,19.1,12.7,20.4,27805.0,9.4,Cumberland County, New Jersey
0500000US34013,"Essex County, New Jersey",39.0,20.0,21.1,7.2,12.7,38361.0,11.4,Essex County, New Jersey
0500000US34015,"Gloucester County, New Jersey",43.3,14.3,23.1,8.5,10.9,45123.0,4.3,Gloucester County, New Jersey
0500000US34017,"Hudson County, New Jersey",42.4,17.2,19.9,6.3,14.1,42666.0,12.9,Hudson County, New Jersey
0500000US34019,"Hunterdon County, New Jersey",52.1,13.7,21.2,7.5,5.5,56647.0,2.6,Hunterdon County, New Jersey
0500000US34021,"Mercer County, New Jersey",45.6,17.1,20.4,6.1,10.8,40653.0,7.7,Mercer County, New Jersey
0500000US34023,"Middlesex County, New Jersey",46.4,13.0,21.0,6.6,13.1,47435.0,6.8,Middlesex County, New Jersey
0500000US34025,"Monmouth County, New Jersey",46.3,15.0,23.4,7.5,7.8,48557.0,5.7,Monmouth County, New Jersey
0500000US34027,"Morris County, New Jersey",52.7,12.5,22.3,5.1,7.4,56660.0,4.7,Morris County, New Jersey
0500000US34029,"Ocean County, New Jersey",37.3,18.5,25.8,9.3,9.0,39358.0,5.6,Ocean County, New Jersey
0500000US34031,"Passaic County, New Jersey",32.9,17.2,22.2,8.2,19.7,36339.0,12.5,Passaic County, New Jersey
0500000US34033,"Salem County, New Jersey",33.7,15.8,21.5,11.3,17.7,38454.0,5.3,Salem County, New Jersey
0500000US34035,"Somerset County, New Jersey",54.3,12.7,20.4,5.2,7.4,55955.0,5.3,Somerset County, New Jersey
0500000US34037,"Sussex County, New Jersey",40.7,16.6,22.9,9.9,9.9,47068.0,3.9,Sussex County, New Jersey
0500000US34039,"Union County, New Jersey",38.0,16.7,22.4,7.6,15.2,41103.0,11.3,Union County, New Jersey
0500000US34041,"Warren County, New Jersey",37.8,17.1,23.3,9.4,12.3,42439.0,5.7,Warren County, New Jersey
0500000US35001,"Bernalillo County, New Mexico",41.4,19.9,22.3,8.3,8.1,31243.0,8.2,Bernalillo County, New Mexico
0500000US35003,"Catron County, New Mexico",20.9,10.4,30.9,33.0,4.8,24464.0,10.7,Catron County, New Mexico
0500000US35005,"Chaves County, New Mexico",28.0,22.2,22.7,14.0,13.2,26907.0,10.0,Chaves County, New Mexico
0500000US35006,"Cibola County, New Mexico",28.8,27.7,21.0,12.2,10.3,25207.0,9.1,Cibola County, New Mexico
0500000US35007,"Colfax County, New Mexico",35.6,21.1,17.5,15.2,10.5,23274.0,6.0,Colfax County, New Mexico
0500000US35009,"Curry County, New Mexico",27.9,19.0,21.2,15.6,16.3,26531.0,10.5,Curry County, New Mexico
0500000US35011,"De Baca County, New Mexico",39.9,13.7,13.4,24.4,8.6,27214.0,4.1,De Baca County, New Mexico
0500000US35013,"Doña Ana County, New Mexico",33.2,24.6,22.4,10.2,9.6,22025.0,10.3,Doña Ana County, New Mexico
0500000US35015,"Eddy County, New Mexico",27.4,17.7,20.9,18.7,15.3,36533.0,9.5,Eddy County, New Mexico
0500000US35017,"Grant County, New Mexico",33.9,27.5,17.6,11.6,9.3,24178.0,3.7,Grant County, New Mexico
0500000US35019,"Guadalupe County, New Mexico",29.7,28.8,30.8,7.6,3.1,21362.0,5.1,Guadalupe County, New Mexico
0500000US35021,"Harding County, New Mexico",45.9,27.9,8.1,11.0,7.0,21458.0,7.8,Harding County, New Mexico
0500000US35023,"Hidalgo County, New Mexico",20.8,28.8,21.7,15.5,13.2,23214.0,4.2,Hidalgo County, New Mexico
0500000US35025,"Lea County, New Mexico",25.1,14.9,20.9,20.4,18.7,35385.0,13.0,Lea County, New Mexico
0500000US35027,"Lincoln County, New Mexico",28.1,24.8,27.3,13.5,6.3,23197.0,10.5,Lincoln County, New Mexico
0500000US35028,"Los Alamos County, New Mexico",71.4,11.3,9.9,3.9,3.4,74060.0,3.2,Los Alamos County, New Mexico
0500000US35029,"Luna County, New Mexico",22.6,23.7,20.4,15.5,17.8,16965.0,8.6,Luna County, New Mexico
0500000US35031,"McKinley County, New Mexico",30.4,24.8,22.6,8.4,13.9,22905.0,19.9,McKinley County, New Mexico
0500000US35033,"Mora County, New Mexico",23.9,34.9,15.2,10.3,15.6,20373.0,5.0,Mora County, New Mexico
0500000US35035,"Otero County, New Mexico",27.9,25.2,23.0,14.3,9.6,23755.0,8.5,Otero County, New Mexico
0500000US35037,"Quay County, New Mexico",39.6,21.5,20.5,7.9,10.5,21061.0,6.0,Quay County, New Mexico
0500000US35039,"Rio Arriba County, New Mexico",38.1,22.2,22.8,8.7,8.2,31221.0,9.1,Rio Arriba County, New Mexico
0500000US35041,"Roosevelt County, New Mexico",32.2,16.3,20.2,14.5,16.8,23032.0,10.9,Roosevelt County, New Mexico
0500000US35043,"Sandoval County, New Mexico",38.3,18.0,26.0,9.6,8.1,33279.0,8.8,Sandoval County, New Mexico
0500000US35045,"San Juan County, New Mexico",28.6,19.0,22.5,16.7,13.1,29250.0,13.5,San Juan County, New Mexico
0500000US35047,"San Miguel County, New Mexico",36.0,27.0,18.1,10.2,8.8,22613.0,5.7,San Miguel County, New Mexico
0500000US35049,"Santa Fe County, New Mexico",44.0,18.8,21.0,8.5,7.7,32927.0,10.8,Santa Fe County, New Mexico
0500000US35051,"Sierra County, New Mexico",37.3,21.6,19.8,11.8,9.6,19650.0,5.3,Sierra County, New Mexico
0500000US35053,"Socorro County, New Mexico",44.0,21.1,17.0,7.8,10.2,21870.0,8.2,Socorro County, New Mexico
0500000US35055,"Taos County, New Mexico",31.3,28.2,23.6,12.2,4.7,25376.0,9.7,Taos County, New Mexico
0500000US35057,"Torrance County, New Mexico",28.1,22.0,21.3,15.4,13.1,29022.0,6.0,Torrance County, New Mexico
0500000US35059,"Union County, New Mexico",31.9,23.2,15.3,15.4,14.2,28285.0,13.9,Union County, New Mexico
0500000US35061,"Valencia County, New Mexico",31.2,21.5,20.9,12.9,13.5,29184.0,8.2,Valencia County, New Mexico
0500000US36001,"Albany County, New York",45.9,17.8,23.0,5.4,7.9,37168.0,3.1,Albany County, New York
0500000US36003,"Allegany County, New York",32.6,20.6,18.6,10.8,17.5,25458.0,6.6,Allegany County, New York
0500000US36005,"Bronx County, New York",25.4,33.9,21.7,6.8,12.2,28440.0,8.6,Bronx County, New York
0500000US36007,"Broome County, New York",38.6,20.2,21.6,6.5,13.0,29768.0,4.2,Broome County, New York
0500000US36009,"Cattaraugus County, New York",31.7,19.3,21.5,10.8,16.8,30546.0,6.9,Cattaraugus County, New York
0500000US36011,"Cayuga County, New York",34.4,19.2,20.7,11.0,14.7,34206.0,5.1,Cayuga County, New York
0500000US36013,"Chautauqua County, New York",31.0,20.0,20.1,9.8,19.1,29410.0,5.4,Chautauqua County, New York
0500000US36015,"Chemung County, New York",35.0,21.1,21.4,8.3,14.3,31924.0,4.3,Chemung County, New York
0500000US36017,"Chenango County, New York",33.2,17.1,20.0,11.1,18.7,31888.0,4.3,Chenango County, New York
0500000US36019,"Clinton County, New York",32.8,21.4,20.6,9.6,15.6,31154.0,3.9,Clinton County, New York
0500000US36021,"Columbia County, New York",39.1,19.2,20.6,10.1,11.0,35386.0,4.6,Columbia County, New York
0500000US36023,"Cortland County, New York",36.4,22.6,20.1,8.9,11.9,29027.0,3.2,Cortland County, New York
0500000US36025,"Delaware County, New York",32.2,20.6,19.0,12.1,16.2,27119.0,5.1,Delaware County, New York
0500000US36027,"Dutchess County, New York",40.1,19.4,21.9,9.5,9.0,39667.0,4.7,Dutchess County, New York
0500000US36029,"Erie County, New York",40.0,18.2,23.4,6.5,11.8,36540.0,3.2,Erie County, New York
0500000US36031,"Essex County, New York",32.1,24.2,19.6,11.1,13.0,30779.0,3.6,Essex County, New York
0500000US36033,"Franklin County, New York",31.8,26.7,20.4,9.5,11.6,32188.0,5.1,Franklin County, New York
